timestamp,ip_address,username,status,event_type
2026-09-06 07:06:00,192.168.1.11,bob,SUCCESS,LOGIN
2026-09-06 07:11:02,192.168.1.12,dave,SUCCESS,FILE_ACCESS
2026-09-06 07:19:09,192.168.1.14,erin,SUCCESS,LOGOUT
2026-09-06 07:19:52,192.168.1.14,carol,SUCCESS,LOGIN
2026-09-06 07:21:20,192.168.1.14,carol,SUCCESS,LOGIN
2026-09-06 07:24:32,192.168.1.10,alice,SUCCESS,SUDO
2026-09-06 07:29:26,192.168.1.12,carol,SUCCESS,LOGIN
2026-09-06 07:35:44,192.168.1.13,alice,SUCCESS,LOGOUT
2026-09-06 07:36:47,192.168.1.12,alice,SUCCESS,SUDO
2026-09-06 07:38:45,192.168.1.14,bob,SUCCESS,SUDO
2026-09-06 07:39:41,192.168.1.11,bob,SUCCESS,LOGOUT
2026-09-06 07:42:51,192.168.1.13,alice,SUCCESS,FILE_ACCESS
2026-09-06 07:43:43,192.168.1.14,dave,SUCCESS,FILE_ACCESS
2026-09-06 07:46:33,192.168.1.14,alice,SUCCESS,LOGIN
2026-09-06 07:51:13,192.168.1.11,alice,SUCCESS,LOGOUT
2026-09-06 07:53:14,192.168.1.12,dave,SUCCESS,LOGIN
2026-09-06 07:56:38,192.168.1.14,carol,SUCCESS,LOGIN
2026-09-06 07:57:32,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-06 07:58:13,192.168.1.13,carol,SUCCESS,LOGIN
2026-09-06 07:59:58,192.168.1.11,alice,SUCCESS,FILE_ACCESS
2026-09-06 08:02:07,192.168.1.14,dave,SUCCESS,LOGOUT
2026-09-06 08:02:21,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-06 08:07:57,192.168.1.12,dave,SUCCESS,LOGIN
2026-09-06 08:09:54,192.168.1.12,bob,SUCCESS,LOGIN
2026-09-06 08:22:32,192.168.1.13,alice,SUCCESS,LOGOUT
2026-09-06 08:24:00,192.168.1.13,dave,SUCCESS,LOGOUT
2026-09-06 08:26:52,192.168.1.10,erin,SUCCESS,LOGOUT
2026-09-06 08:30:53,192.168.1.11,alice,SUCCESS,FILE_ACCESS
2026-09-06 08:31:37,192.168.1.12,bob,SUCCESS,LOGIN
2026-09-06 08:31:57,192.168.1.12,dave,SUCCESS,LOGOUT
2026-09-06 08:41:42,192.168.1.10,erin,SUCCESS,LOGIN
2026-09-06 08:42:13,192.168.1.13,dave,SUCCESS,LOGIN
2026-09-06 08:45:06,192.168.1.13,dave,SUCCESS,SUDO
2026-09-06 08:48:22,192.168.1.13,erin,SUCCESS,LOGIN
2026-09-06 08:51:56,192.168.1.13,erin,SUCCESS,SUDO
2026-09-06 08:55:12,192.168.1.10,erin,SUCCESS,SUDO
2026-09-06 08:55:50,192.168.1.14,dave,SUCCESS,LOGOUT
2026-09-06 09:09:53,192.168.1.10,alice,SUCCESS,LOGIN
2026-09-06 09:10:10,192.168.1.11,dave,SUCCESS,LOGIN
2026-09-06 09:11:27,192.168.1.13,dave,SUCCESS,SUDO
2026-09-06 09:14:33,192.168.1.14,alice,SUCCESS,LOGOUT
2026-09-06 09:18:58,192.168.1.14,alice,SUCCESS,SUDO
2026-09-06 09:23:12,192.168.1.14,alice,SUCCESS,LOGOUT
2026-09-06 09:24:37,192.168.1.12,alice,SUCCESS,LOGIN
2026-09-06 09:27:02,192.168.1.12,erin,SUCCESS,SUDO
2026-09-06 09:35:46,192.168.1.13,alice,SUCCESS,FILE_ACCESS
2026-09-06 09:38:44,192.168.1.11,bob,SUCCESS,LOGIN
2026-09-06 09:38:58,192.168.1.10,dave,SUCCESS,LOGOUT
2026-09-06 09:41:04,192.168.1.12,bob,SUCCESS,LOGOUT
2026-09-06 09:41:49,192.168.1.10,alice,SUCCESS,LOGOUT
2026-09-06 09:41:58,192.168.1.10,alice,SUCCESS,LOGIN
2026-09-06 09:49:17,192.168.1.10,carol,SUCCESS,FILE_ACCESS
2026-09-06 09:49:55,192.168.1.10,dave,SUCCESS,LOGIN
2026-09-06 09:53:04,192.168.1.12,alice,SUCCESS,LOGIN
2026-09-06 09:58:52,192.168.1.14,alice,SUCCESS,LOGIN
2026-09-06 10:00:59,192.168.1.11,bob,SUCCESS,LOGIN
2026-09-06 10:03:22,192.168.1.14,carol,SUCCESS,FILE_ACCESS
2026-09-06 10:03:28,192.168.1.13,dave,SUCCESS,LOGOUT
2026-09-06 10:05:55,192.168.1.13,dave,SUCCESS,LOGIN
2026-09-06 10:06:13,192.168.1.14,dave,SUCCESS,LOGIN
2026-09-06 10:08:23,192.168.1.13,erin,SUCCESS,LOGIN
2026-09-06 10:11:18,192.168.1.12,carol,SUCCESS,LOGIN
2026-09-06 10:11:23,192.168.1.12,carol,SUCCESS,LOGIN
2026-09-06 10:13:19,192.168.1.12,dave,SUCCESS,FILE_ACCESS
2026-09-06 10:13:59,192.168.1.14,bob,SUCCESS,SUDO
2026-09-06 10:19:21,192.168.1.13,alice,SUCCESS,LOGOUT
2026-09-06 10:31:18,192.168.1.12,erin,SUCCESS,SUDO
2026-09-06 10:36:22,192.168.1.14,carol,SUCCESS,LOGIN
2026-09-06 10:43:02,192.168.1.11,bob,SUCCESS,LOGIN
2026-09-06 10:43:11,192.168.1.11,alice,SUCCESS,LOGOUT
2026-09-06 10:43:59,192.168.1.13,alice,SUCCESS,LOGOUT
2026-09-06 10:48:53,192.168.1.11,erin,SUCCESS,LOGIN
2026-09-06 10:49:55,192.168.1.14,alice,SUCCESS,LOGOUT
2026-09-06 10:51:27,192.168.1.13,erin,SUCCESS,SUDO
2026-09-06 10:52:26,192.168.1.11,alice,SUCCESS,LOGIN
2026-09-06 10:58:07,192.168.1.10,erin,SUCCESS,LOGIN
2026-09-06 11:05:12,192.168.1.14,alice,SUCCESS,LOGOUT
2026-09-06 11:06:44,192.168.1.10,bob,SUCCESS,LOGIN
2026-09-06 11:17:59,192.168.1.12,alice,SUCCESS,LOGOUT
2026-09-06 11:20:41,192.168.1.14,bob,SUCCESS,LOGOUT
2026-09-06 11:22:32,192.168.1.13,alice,SUCCESS,LOGIN
2026-09-06 11:28:01,192.168.1.14,bob,SUCCESS,LOGOUT
2026-09-06 11:28:29,192.168.1.12,alice,SUCCESS,LOGOUT
2026-09-06 11:30:12,192.168.1.13,carol,SUCCESS,SUDO
2026-09-06 11:30:18,192.168.1.13,erin,SUCCESS,LOGIN
2026-09-06 11:32:08,192.168.1.13,dave,SUCCESS,LOGIN
2026-09-06 11:35:52,192.168.1.14,carol,SUCCESS,SUDO
2026-09-06 11:37:54,192.168.1.12,erin,SUCCESS,LOGOUT
2026-09-06 11:38:58,192.168.1.13,bob,SUCCESS,SUDO
2026-09-06 11:41:31,192.168.1.12,erin,SUCCESS,LOGIN
2026-09-06 11:48:29,192.168.1.13,alice,SUCCESS,SUDO
2026-09-06 11:49:06,192.168.1.13,alice,SUCCESS,LOGIN
2026-09-06 11:54:58,192.168.1.10,dave,SUCCESS,LOGOUT
2026-09-06 12:00:27,192.168.1.13,erin,SUCCESS,FILE_ACCESS
2026-09-06 12:02:19,192.168.1.14,dave,SUCCESS,LOGOUT
2026-09-06 12:05:24,192.168.1.12,carol,SUCCESS,LOGIN
2026-09-06 12:09:53,192.168.1.11,alice,SUCCESS,LOGIN
2026-09-06 12:14:21,192.168.1.10,bob,SUCCESS,SUDO
2026-09-06 12:18:16,192.168.1.13,dave,SUCCESS,LOGOUT
2026-09-06 12:25:17,192.168.1.14,carol,SUCCESS,LOGIN
2026-09-06 12:26:57,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-06 12:28:50,192.168.1.14,alice,SUCCESS,LOGIN
2026-09-06 12:34:54,192.168.1.11,erin,SUCCESS,LOGIN
2026-09-06 12:37:38,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-06 12:40:50,192.168.1.14,alice,SUCCESS,LOGOUT
2026-09-06 12:42:59,192.168.1.12,erin,SUCCESS,SUDO
2026-09-06 12:43:20,192.168.1.11,alice,SUCCESS,LOGIN
2026-09-06 12:45:07,192.168.1.10,alice,SUCCESS,LOGIN
2026-09-06 12:55:01,192.168.1.14,alice,FAILED,LOGIN
2026-09-06 12:55:56,192.168.1.13,bob,SUCCESS,LOGIN
2026-09-06 12:58:06,192.168.1.12,dave,SUCCESS,LOGIN
2026-09-06 13:06:39,192.168.1.13,bob,SUCCESS,LOGIN
2026-09-06 13:08:49,192.168.1.13,bob,SUCCESS,SUDO
2026-09-06 13:10:44,192.168.1.11,erin,SUCCESS,SUDO
2026-09-06 13:11:11,192.168.1.11,carol,SUCCESS,FILE_ACCESS
2026-09-06 13:12:24,192.168.1.12,carol,SUCCESS,LOGIN
2026-09-06 13:13:10,192.168.1.11,bob,SUCCESS,LOGIN
2026-09-06 13:19:11,192.168.1.13,erin,FAILED,LOGOUT
2026-09-06 13:20:10,192.168.1.11,bob,SUCCESS,LOGIN
2026-09-06 13:26:46,192.168.1.12,erin,SUCCESS,LOGIN
2026-09-06 13:28:30,192.168.1.13,dave,SUCCESS,FILE_ACCESS
2026-09-06 13:29:22,192.168.1.11,dave,SUCCESS,FILE_ACCESS
2026-09-06 13:36:13,192.168.1.13,bob,SUCCESS,LOGOUT
2026-09-06 13:43:20,192.168.1.10,alice,SUCCESS,LOGOUT
2026-09-06 13:45:59,192.168.1.11,alice,SUCCESS,LOGIN
2026-09-06 13:46:31,192.168.1.13,erin,SUCCESS,LOGIN
2026-09-06 13:48:21,192.168.1.10,dave,SUCCESS,LOGIN
2026-09-06 13:54:26,192.168.1.11,bob,SUCCESS,LOGIN
2026-09-06 13:58:16,192.168.1.12,bob,SUCCESS,LOGIN
2026-09-06 14:02:07,192.168.1.11,bob,SUCCESS,LOGIN
2026-09-06 14:04:29,192.168.1.10,dave,SUCCESS,FILE_ACCESS
2026-09-06 14:05:34,192.168.1.10,dave,SUCCESS,LOGOUT
2026-09-06 14:05:36,192.168.1.10,alice,SUCCESS,LOGIN
2026-09-06 14:07:22,192.168.1.10,dave,SUCCESS,LOGIN
2026-09-06 14:15:54,192.168.1.10,dave,SUCCESS,SUDO
2026-09-06 14:16:20,192.168.1.11,carol,SUCCESS,LOGOUT
2026-09-06 14:21:08,192.168.1.11,dave,SUCCESS,LOGIN
2026-09-06 14:33:10,192.168.1.13,bob,SUCCESS,SUDO
2026-09-06 14:36:29,192.168.1.10,bob,SUCCESS,LOGOUT
2026-09-06 14:38:07,192.168.1.11,alice,SUCCESS,LOGIN
2026-09-06 14:39:11,192.168.1.13,carol,SUCCESS,FILE_ACCESS
2026-09-06 14:47:50,192.168.1.10,alice,SUCCESS,SUDO
